ibge,id_mun,latitude,longitude,municipio,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
4308508,430850,-27.358882,-53.400777,Frederico Westphalen,105,105,105,105,105,105,105,50,50,50,50,50,5,5,2,2,6,6,6,5,5,5,5
4308607,430860,-29.254549,-51.529548,Garibaldi,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308656,430865,-28.189477,-55.634072,Garruchos,2400,1500,1500,1500,900,903,700,370,350,398,525,960,885,880,940,700,737,360,215,215,180,180,109
4308706,430870,-27.583858,-52.100138,Gaurama,20,20,20,20,20,20,20,20,20,20,20,15,10,5,5,5,3,0,0,0,0,0,1
4308805,430880,-29.902984,-51.763431,General Câmara,105,2100,2100,2130,2250,2250,1760,1760,2000,2000,2000,2135,1800,1800,1800,1800,1859,1953,2000,2133,2112,2090,2100
4308854,430885,-28.433848,-52.034524,Gentil,18,18,18,18,18,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
4308904,430890,-27.875912,-52.249574,Getúlio Vargas,40,30,20,20,5,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4309001,430900,-28.029744,-54.35084,Giruá,350,220,220,90,90,50,50,50,50,50,50,30,30,0,0,0,0,0,0,0,0,0,0
4309050,430905,-29.877134,-50.786207,Glorinha,1500,1500,1500,1500,1198,1198,1198,1198,870,870,1300,1938,1938,1938,1920,2100,1950,2000,2000,2000,1900,1390,1030
4309100,430910,-29.379738,-50.871946,Gramado,10,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309126,430912,-27.444385,-52.918218,Gramado dos Loureiros,38,30,30,30,30,26,5,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0
4309159,430915,-29.269936,-52.577838,Gramado Xavier,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4309209,430920,-29.945519,-50.990793,Gravataí,430,430,550,550,550,500,550,452,452,900,725,725,503,500,500,500,500,500,800,800,800,800,800
4309258,430925,-28.540672,-51.691047,Guabiju,10,10,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309308,430930,-30.108602,-51.314684,Guaíba,2460,2363,2903,2903,2433,3180,3469,3741,3728,3762,3798,3959,3649,3990,3900,4041,3948,3952,3950,3929,3876,3876,3954
4309407,430940,-28.849134,-51.890651,Guaporé,30,30,20,20,10,10,10,10,10,3,3,3,1,1,1,1,1,1,1,1,0,0,0
4309506,430950,-28.141779,-54.560556,Guarani das Missões,40,40,40,40,15,15,15,15,5,5,0,0,0,0,0,40,0,0,0,0,0,0,0
4309555,430955,-29.549049,-51.41404,Harmonia,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0
4307104,430710,-32.026744,-53.394338,Herval,2880,400,400,240,240,644,644,500,400,550,600,650,480,500,550,550,720,700,720,150,0,350,160
4309571,430957,-29.457044,-52.650171,Herveiras,15,15,15,15,15,10,10,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4309605,430960,-27.630097,-54.308792,Horizontina,25,25,25,25,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309654,430965,-31.405098,-53.867825,Hulha Negra,2000,3000,2550,699,875,1790,1500,600,1100,1100,1100,1542,1200,1100,1100,1200,1235,938,812,545,600,543,350
4309704,430970,-27.56149,-53.976506,Humaitá,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309753,430975,-29.420744,-53.1332,Ibarama,10,10,15,15,20,12,6,6,3,3,3,3,5,5,5,5,8,10,8,8,8,8,5
4309803,430980,-28.04885,-51.857252,Ibiaçá,18,16,16,10,5,5,5,5,5,5,5,5,2,2,2,0,0,0,0,0,0,0,0
4309902,430990,-28.369227,-51.635324,Ibiraiaras,50,50,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309951,430995,-28.61502,-52.519386,Ibirapuitã,50,44,44,44,44,44,25,25,20,20,15,10,0,0,0,0,0,0,0,0,0,0,0
4310009,431000,-28.627608,-53.088354,Ibirubá,35,35,45,45,28,28,8,8,8,8,8,5,15,10,5,3,3,3,10,0,0,0,0
4310108,431010,-29.57222,-50.798711,Igrejinha,20,10,10,10,10,8,6,6,6,6,5,6,3,3,1,1,0,0,0,0,0,1,0
4310207,431020,-28.388537,-53.918067,Ijuí,110,80,80,80,80,30,50,50,50,30,30,15,15,10,10,5,0,0,0,0,0,0,0
4310306,431030,-28.929153,-52.122157,Ilópolis,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
4310330,431033,-29.974778,-50.13058,Imbé,120,120,120,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310405,431040,-27.847332,-54.188108,Independência,130,130,130,130,130,80,50,30,30,0,0,8,8,8,8,8,8,8,8,8,0,0,0
4310413,431041,-27.880454,-54.012546,Inhacorá,18,10,10,10,10,10,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310439,431043,-28.818328,-51.27991,Ipê,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310462,431046,-27.935984,-52.425061,Ipiranga do Sul,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310504,431050,-27.192282,-53.264296,Iraí,50,50,50,50,50,50,50,50,50,50,30,30,10,10,10,10,3,8,3,3,3,3,3
4310553,431055,-28.802205,-55.232723,Itacurubi,4000,3000,1800,1800,2550,2038,2000,1600,2100,1523,1650,1285,1320,670,760,798,760,750,750,750,625,750,0
4310579,431057,-28.780296,-52.172367,Itapuca,10,10,5,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310603,431060,-29.128637,-56.557133,Itaqui,59563,53023,54765,49651,58480,57423,62000,54824,65500,65500,65550,73714,70800,81984,81222,82500,74190,79000,77000,71357,66400,58209,60148
4310652,431065,-29.500248,-50.101782,Itati,0,25,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310702,431070,-27.383292,-52.452443,Itatiba do Sul,9,9,9,11,11,0,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0
4310751,431075,-29.519534,-53.580886,Ivorá,40,35,35,35,35,35,35,35,40,40,45,45,50,50,50,50,50,50,50,50,50,40,40
4310801,431080,-29.594157,-51.159574,Ivoti,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310850,431085,-27.631222,-53.284389,Jaboticaba,120,120,120,120,120,120,120,120,120,120,15,15,10,10,0,0,0,0,0,0,0,0,0
4310876,431087,-29.033816,-53.056551,Jacuizinho,0,9,9,8,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0
4310900,431090,-27.728494,-52.543173,Jacutinga,35,23,23,23,15,15,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4311007,431100,-32.563569,-53.377523,Jaguarão,20830,18600,18117,18000,17232,19670,17800,17800,20200,21200,20594,21450,20312,19952,22188,21600,23113,21475,20303,18932,18108,18019,17620
4311106,431110,-29.497347,-54.693847,Jaguari,2550,2350,2350,2380,2480,2320,2450,2450,2450,2450,2300,2400,1800,2205,2200,2197,2180,2200,2198,1980,1887,1850,2100
4311122,431112,-28.880568,-50.358037,Jaquirana,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311130,431113,-29.290081,-54.219936,Jari,40,35,25,40,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311155,431115,-28.645624,-54.115965,Jóia,75,75,50,30,30,10,5,10,10,10,10,10,10,0,0,0,0,0,0,0,2,2,2
4311205,431120,-29.226449,-53.6831,Júlio de Castilhos,300,90,120,120,80,50,50,30,20,10,10,5,0,0,0,0,0,0,0,0,0,0,0
4311239,431123,-29.494131,-53.016983,Lagoa Bonita do Sul,0,5,5,5,5,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4311270,431127,-28.569468,-52.857835,Lagoa dos Três Cantos,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311304,431130,-28.20887,-51.527229,Lagoa Vermelha,50,20,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311254,431125,-29.224316,-52.775029,Lagoão,55,55,55,55,55,35,30,30,30,30,15,15,10,5,0,0,0,0,0,0,0,0,0
4311403,431140,-29.465454,-51.967828,Lajeado,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311429,431142,-27.690769,-53.181387,Lajeado do Bugre,15,15,15,15,15,15,20,20,20,20,3,3,0,0,0,0,0,0,0,0,0,0,0
4311502,431150,-30.81201,-53.898477,Lavras do Sul,1470,1470,2500,2500,3090,3090,3100,3100,3100,3500,3500,3100,3100,3100,3100,3100,3100,3386,3375,3753,3055,3093,3123
4311601,431160,-27.59647,-53.074861,Liberato Salzano,20,20,20,20,20,20,20,20,20,20,5,0,0,0,0,0,0,0,0,0,0,0,0
4311627,431162,-29.600804,-51.208155,Lindolfo Collor,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311643,431164,-29.462639,-51.201902,Linha Nova,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1
4311718,431171,-29.146144,-56.063613,Maçambará,17369,17624,20030,17333,20884,17500,18140,13964,17050,18050,18050,18090,13605,15298,15808,16200,16514,16000,16000,20605,20605,17895,20110
4311700,431170,-27.56814,-51.667507,Machadinho,10,10,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1
4311734,431173,-29.210649,-49.936514,Mampituba,1206,1206,1206,1201,1201,888,888,922,1115,1115,1115,1280,900,900,900,900,900,900,900,900,900,900,1300
4311759,431175,-29.580537,-55.491663,Manoel Viana,3500,4000,3960,3200,3000,4153,4150,3735,4000,4100,4440,4350,3793,3470,3064,3006,2789,3362,2618,2600,2542,2600,2542
4311775,431177,-29.679137,-50.203395,Maquiné,20,20,20,20,350,350,350,350,350,350,500,350,350,350,350,350,350,350,380,385,385,385,270
4311791,431179,-29.555323,-51.555567,Maratá,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0
4311809,431180,-28.448454,-52.196777,Marau,150,120,120,100,70,60,70,50,50,20,2,2,0,0,0,0,0,0,0,0,0,0,0
4311908,431190,-27.461391,-51.913319,Marcelino Ramos,25,25,25,25,25,0,25,25,25,25,10,10,10,0,0,0,0,0,0,0,0,0,0
4311981,431198,-30.353622,-51.587343,Mariana Pimentel,502,502,502,502,502,502,602,602,602,622,752,752,730,810,810,915,915,915,915,800,800,800,900
4312005,431200,-27.352613,-52.148892,Mariano Moro,25,15,15,15,15,15,15,10,10,6,6,6,2,0,0,0,0,0,0,0,0,0,0
4312054,431205,-29.329137,-52.097804,Marques de Souza,19,19,19,12,12,12,12,12,12,10,4,5,4,2,0,0,0,0,0,0,0,0,0
4312104,431210,-29.569392,-54.452435,Mata,1600,1600,1600,1600,1600,1600,1600,1600,1600,1800,1800,1750,1300,1300,1300,1300,1300,1800,1300,1170,1170,1300,1805
4312138,431213,-28.275762,-52.197261,Mato Castelhano,20,20,15,15,20,15,15,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5
4312153,431215,-29.52483,-52.133029,Mato Leitão,20,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312179,431217,-28.255816,-54.616837,Mato Queimado,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312203,431220,-27.634941,-51.801718,Maximiliano de Almeida,20,20,20,20,20,20,10,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
4312252,431225,-30.12244,-52.05128,Minas do Leão,3000,3663,3700,3600,3700,3700,4000,4000,5500,5000,4200,4100,3020,2900,2900,2900,1700,1791,1800,1800,1692,1600,1600
4312302,431230,-27.496076,-53.685994,Miraguaí,32,17,10,10,10,10,10,10,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0
4312351,431235,-28.653207,-52.076108,Montauri,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312377,431237,-28.685072,-50.782834,Monte Alegre dos Campos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312401,431240,-29.688119,-51.461299,Montenegro,260,260,260,260,260,260,410,410,410,410,410,410,410,410,410,410,410,450,450,300,300,300,300
4312427,431242,-28.693351,-52.692826,Mormaço,50,50,50,20,20,15,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4312443,431244,-29.362964,-49.932763,Morrinhos do Sul,915,915,1215,1215,857,1460,1460,1240,1240,1445,1445,1435,1445,1440,1445,1445,1445,1445,1445,1445,1445,1445,1445
4312450,431245,-31.582203,-52.65778,Morro Redondo,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312476,431247,-29.539342,-51.080088,Morro Reuter,35,35,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4312500,431250,-31.108225,-50.919159,Mostardas,34600,33000,33000,32000,34022,37160,33296,33397,35540,36250,37069,37886,37786,37786,37900,38919,39896,39676,38807,33160,30247,31620,32000
4312609,431260,-29.165615,-51.866056,Muçum,2,2,2,2,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4312617,431261,-28.318913,-51.184602,Muitos Capões,24,30,20,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312625,431262,-28.330265,-51.768701,Muliterno,20,20,25,25,30,15,15,10,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0
4312658,431265,-28.459907,-52.819279,Não-Me-Toque,30,30,10,10,10,10,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4312674,431267,-28.536215,-52.462401,Nicolau Vergueiro,28,28,26,26,15,15,15,12,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0
4312708,431270,-27.354665,-52.776189,Nonoai,80,60,60,60,60,48,48,48,30,20,10,10,5,3,3,2,0,0,0,0,0,0,0
4312757,431275,-28.676564,-52.167134,Nova Alvorada,10,10,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,2,1,0,0,0
4312807,431280,-28.658176,-51.742165,Nova Araçá,5,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312906,431290,-28.723469,-51.703231,Nova Bassano,20,20,10,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312955,431295,-27.987968,-52.981477,Nova Boa Vista,5,5,5,5,5,5,5,5,5,4,4,0,0,0,0,0,0,0,0,1,2,2,2
4313003,431300,-29.216511,-52.017984,Nova Bréscia,10,6,6,6,8,8,8,8,8,5,3,2,1,1,1,0,0,0,0,0,0,0,0
4313011,431301,-27.612098,-54.104114,Nova Candelária,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313037,431303,-29.404596,-54.835873,Nova Esperança do Sul,400,400,400,390,430,440,430,430,300,300,230,300,230,230,230,195,220,200,200,200,180,200,80
4313060,431306,-29.585748,-50.903793,Nova Hartz,11,11,11,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,1,0,0
4313086,431308,-29.030046,-51.306825,Nova Pádua,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313102,431310,-29.473026,-53.470635,Nova Palma,145,150,155,165,180,180,175,175,175,175,175,150,150,150,150,150,150,150,150,150,150,150,200
4313201,431320,-29.376209,-51.106954,Nova Petrópolis,10,10,8,8,8,8,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
4313300,431330,-28.783945,-51.608996,Nova Prata,5,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4313334,431333,-28.082645,-53.706937,Nova Ramada,55,55,35,35,30,30,30,20,20,13,8,2,0,0,0,0,0,0,0,0,0,0,0
4313359,431335,-28.984749,-51.405157,Nova Roma do Sul,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313375,431337,-29.848616,-51.275211,Nova Santa Rita,2000,2000,1600,1600,1600,1500,1700,2300,2300,3500,3000,2533,3900,3900,3900,3900,4100,4000,4100,4100,4100,4100,4300
4313490,431349,-27.906788,-53.113499,Novo Barreiro,30,30,30,30,30,30,30,30,30,30,10,10,5,0,0,0,0,0,0,0,0,0,0
4313391,431339,-29.736255,-52.955086,Novo Cabrais,1610,1610,1625,1915,1915,2028,2006,2067,2100,2100,2100,2100,2000,1900,1950,1950,1950,1650,1650,1650,1650,1650,1550
4313425,431342,-27.578401,-54.503384,Novo Machado,14,14,14,14,14,9,5,5,5,0,0,5,5,5,5,5,5,0,5,5,0,0,0
4313441,431344,-27.563558,-53.185703,Novo Tiradentes,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
4313466,431346,-27.748115,-53.064109,Novo Xingu,0,10,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4313508,431350,-29.892697,-50.266798,Osório,2730,1810,3610,3610,5015,5015,5015,5015,3000,3000,3000,3500,3670,3670,3600,3500,3500,4000,4000,4000,4000,4200,4225
4313607,431360,-27.703308,-51.761597,Paim Filho,60,60,60,60,60,30,30,15,15,5,5,5,5,5,2,0,0,0,0,0,0,0,0
4313656,431365,-30.260067,-50.506052,Palmares do Sul,17180,15462,15462,15872,20721,23268,19212,18865,18865,19684,19684,23148,23118,23220,21249,23350,22500,19500,19300,12845,11412,13000,13000
4313706,431370,-27.900621,-53.314954,Palmeira das Missões,350,347,347,347,347,347,350,350,350,150,350,0,0,0,0,0,0,0,0,0,0,0,0
4313805,431380,-27.35602,-53.555546,Palmitinho,80,80,80,80,80,80,80,80,80,40,40,40,0,0,0,0,0,0,0,2,2,2,2
4313904,431390,-28.292731,-53.500265,Panambi,25,25,25,25,25,25,20,10,10,10,10,10,5,0,0,0,0,0,0,0,0,0,0
4313953,431395,-30.194552,-52.3739,Pantano Grande,4200,4000,4000,4000,5000,5000,5000,5000,5000,5000,5500,5800,4800,4941,4650,4650,4180,4420,4420,4530,4200,4200,4350
4314001,431400,-28.599621,-51.782096,Paraí,8,8,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314027,431402,-29.731314,-53.1791,Paraíso do Sul,2860,3240,3750,3810,3860,3800,3800,4088,4088,4168,3863,4118,4038,3952,3960,3990,3765,3855,3765,3855,3943,3800,3800
4314050,431405,-29.631749,-50.834866,Parobé,0,0,1,12,12,36,18,18,18,18,31,26,22,22,34,0,0,0,0,0,0,0,0
4314068,431406,-29.451666,-52.963983,Passa Sete,30,30,30,30,30,30,30,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4314076,431407,-29.745794,-52.278758,Passo do Sobrado,1250,1150,1150,830,880,930,800,800,800,880,1400,1250,1000,800,800,800,790,490,494,570,570,600,650
4314100,431410,-28.261767,-52.407095,Passo Fundo,100,100,80,50,50,30,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314134,431413,-27.7041,-52.422436,Paulo Bento,0,8,8,8,8,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4314159,431415,-29.554856,-51.730293,Paverama,0,0,0,2,2,1,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
4314175,431417,-31.733637,-53.58717,Pedras Altas,0,500,2500,2500,1953,2156,2300,2300,2300,2183,2183,2173,1500,2000,2000,1850,1850,2428,1530,810,535,585,665
4314209,431420,-31.863828,-52.826312,Pedro Osório,4100,4100,4100,3400,3400,3600,2720,2720,2900,2855,3350,4671,3478,3855,4154,3909,3549,3836,2782,1987,2201,3505,3156
4314308,431430,-28.421586,-53.656542,Pejuçara,30,30,30,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314407,431440,-31.719598,-52.34432,Pelotas,7700,9300,8700,8700,9910,10010,7710,8010,10010,9912,10109,9138,6968,7772,7177,8071,8344,8086,8035,7177,7422,7967,8249
4314423,431442,-29.454384,-51.06405,Picada Café,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1
4314456,431445,-27.511674,-53.214706,Pinhal,20,20,20,20,20,20,10,10,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0
4314464,431446,-27.876665,-51.170103,Pinhal da Serra,0,10,20,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314472,431447,-29.33536,-53.338638,Pinhal Grande,47,80,110,110,160,150,150,150,120,120,125,0,0,0,0,0,0,0,0,0,0,0,0
4314498,431449,-27.209763,-53.619561,Pinheirinho do Vale,53,53,53,53,53,53,53,53,53,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4314506,431450,-31.580593,-53.38462,Pinheiro Machado,500,500,500,500,20,42,50,50,50,50,50,50,0,0,0,0,0,70,70,70,0,46,48
4314548,431454,-54.45,-29.1,Pinto Bandeira,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314555,431455,-28.045316,-55.20031,Pirapó,30,10,10,10,10,5,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314605,431460,-31.444112,-53.104734,Piratini,1080,1080,1080,1080,970,1080,1060,760,750,666,666,657,528,618,543,521,599,650,618,580,535,472,497
4314704,431470,-27.331464,-53.058881,Planalto,50,50,50,50,50,50,50,50,50,50,50,10,4,2,2,2,2,2,2,1,1,1,1
4314753,431475,-29.454546,-51.67089,Poço das Antas,7,4,4,4,5,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4314779,431477,-28.061841,-52.675399,Pontão,75,75,40,40,40,40,40,30,20,20,20,23,0,0,0,0,0,0,0,0,0,0,0
4314787,431478,-27.65704,-52.490232,Ponte Preta,20,15,15,10,10,0,10,10,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0
4314803,431480,-29.696259,-51.23015,Portão,5,5,5,5,5,5,164,173,173,173,173,173,170,170,170,170,170,170,170,160,160,160,160
4314902,431490,-30.030037,-51.22866,Porto Alegre,1080,1080,1080,1080,500,500,432,434,500,500,500,273,250,275,250,403,452,411,710,630,370,398,398
4315008,431500,-27.851375,-55.011562,Porto Lucena,10,10,8,22,30,30,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4315057,431505,-27.578635,-54.671952,Porto Mauá,6,6,6,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
4315073,431507,-27.734374,-54.899032,Porto Vera Cruz,8,8,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315107,431510,-27.90569,-55.13956,Porto Xavier,50,15,10,5,5,5,5,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4315131,431513,-29.169761,-52.21087,Pouso Novo,30,30,25,18,18,18,18,18,18,10,6,0,0,0,0,0,0,0,0,0,0,0,0
4315149,431514,-29.526127,-51.1816,Presidente Lucena,6,6,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1
4315156,431515,-29.240309,-52.301717,Progresso,80,74,74,74,74,14,14,15,15,15,10,7,7,7,7,7,7,8,8,6,0,0,0
4315172,431517,-28.756713,-51.473632,Protásio Alves,20,20,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
4315206,431520,-28.998756,-52.159911,Putinga,8,8,8,8,8,0,8,5,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4315305,431530,-30.382868,-56.453647,Quaraí,8200,9800,10738,10637,11493,11180,12193,8400,12452,12580,12290,12700,9284,11279,11387,11925,11255,11485,11558,10773,10584,10009,9908
4315313,431531,-27.821197,-52.442769,Quatro Irmãos,0,8,8,3,3,3,3,3,3,4,4,4,1,0,0,0,0,0,0,0,0,0,0
4315321,431532,-29.351921,-54.071255,Quevedos,20,20,20,10,5,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4315354,431535,-28.742361,-53.096722,Quinze de Novembro,28,15,10,8,3,3,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
4315404,431540,-27.66154,-53.641934,Redentora,70,70,70,70,70,70,70,70,70,70,50,10,2,0,0,0,0,0,0,0,0,0,0
4315453,431545,-29.112279,-52.072949,Relvado,18,17,5,5,7,7,7,7,5,2,2,2,1,1,1,1,1,2,2,2,0,0,0
4315503,431550,-29.813949,-53.370569,Restinga Sêca,12005,16505,17000,16700,17250,16930,16850,17300,17300,17450,16400,17450,16099,16600,17245,16938,16035,16426,16280,16070,15430,15450,14700
4315552,431555,-27.298398,-52.840058,Rio dos Índios,54,40,25,5,5,2,6,6,6,5,5,5,5,5,2,2,2,2,0,0,0,0,2
4315602,431560,-32.050446,-52.08677,Rio Grande,20000,15000,14700,13800,16800,19540,16240,16700,18300,19800,20590,20500,20500,19350,20000,22092,19277,19267,17323,17190,17422,18292,18451
4315701,431570,-29.985626,-52.379018,Rio Pardo,8003,8003,8503,9545,10900,11500,9600,10520,10520,10820,10320,12000,10000,10000,9500,9250,8160,8200,8500,8550,8100,8500,8100
4315750,431575,-29.642286,-50.473818,Riozinho,20,20,20,10,10,10,10,10,10,8,8,2,2,2,2,2,2,2,2,1,1,0,0
4315909,431590,-27.470403,-53.168531,Rodeio Bonito,22,22,22,22,22,22,22,22,22,22,22,22,1,0,1,0,0,0,0,0,0,0,0
4315958,431595,-28.256344,-54.819427,Rolador,0,110,60,58,15,5,5,5,2,2,2,2,20,20,20,0,0,0,0,0,0,0,0
4316006,431600,-29.640763,-50.573442,Rolante,35,35,80,80,100,85,85,85,85,100,100,100,140,160,160,160,200,250,280,280,280,300,300
4316105,431610,-27.781931,-52.806534,Ronda Alta,50,50,50,30,10,10,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
4316204,431620,-27.831816,-52.90616,Rondinha,15,15,15,15,15,10,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4316303,431630,-28.135367,-55.029186,Roque Gonzales,10,10,5,5,6,6,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
4316402,431640,-30.244033,-54.945761,Rosário do Sul,22000,20750,21000,21000,21000,21000,20500,15000,22000,22000,20000,22600,19000,19200,20300,20000,19086,20452,19350,17432,16838,14824,15997
4316428,431642,-27.706731,-53.135652,Sagrada Família,12,12,12,12,12,12,12,12,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0
4316436,431643,-28.403286,-53.094107,Saldanha Marinho,18,15,15,15,10,10,8,8,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0
4316451,431645,-29.088681,-53.21331,Salto do Jacuí,60,30,30,30,30,20,20,20,20,10,10,5,5,0,0,0,0,0,0,0,0,0,0
4316477,431647,-28.121697,-54.837742,Salvador das Missões,0,0,0,0,2,1,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
4316501,431650,-29.439732,-51.509421,Salvador do Sul,40,40,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,3,4,4,4,6
4316600,431660,-27.944007,-51.813502,Sananduva,10,10,10,10,10,10,10,10,10,10,5,5,0,3,1,0,0,0,0,0,0,0,0
